text,language,source,date_collected
Hio food ni poa.,sheng,manual_collection,2026-03-15
Nimekula kitu moto.,sheng,manual_collection,2026-03-15
Twende tupige lunch.,sheng,manual_collection,2026-03-15
Umeshakula?,sheng,manual_collection,2026-03-15
Nataka kitu kidogo.,sheng,manual_collection,2026-03-15
Hio chakula ni heavy.,sheng,manual_collection,2026-03-15
Twende tukule fish.,sheng,manual_collection,2026-03-15
Twende tushike mtaa.,sheng,manual_collection,2026-03-15
Niko town tu.,sheng,manual_collection,2026-03-15
Uko wapi sasa?,sheng,manual_collection,2026-03-15
Niko base yangu.,sheng,manual_collection,2026-03-15
Twende club kesho.,sheng,manual_collection,2026-03-15
Hio mboka ni poa.,sheng,manual_collection,2026-03-15
Niko Eastlands.,sheng,manual_collection,2026-03-15
Twende CBD kidogo.,sheng,manual_collection,2026-03-15
Hio place ni moto.,sheng,manual_collection,2026-03-15
Niko Westlands poa.,sheng,manual_collection,2026-03-15
Niko live @ Kilimani 😎,sheng,manual_collection,2026-03-15
Tuone wa BRRR mtaani 💯,sheng,manual_collection,2026-03-15
Freshi kabisa msee! 🙌,sheng,manual_collection,2026-03-15
Heavy night ku town 🌃,sheng,manual_collection,2026-03-15
"Poa poa, unasemaje? 👊",sheng,manual_collection,2026-03-15
Wueh! Hio ni moto sana 🥵,sheng,manual_collection,2026-03-15
Nimechill na maBRRR 💪,sheng,manual_collection,2026-03-15
Bonga kidogo msee 🤙,sheng,manual_collection,2026-03-15
Hii siku ni poa sana ✨,sheng,manual_collection,2026-03-15
Twende tufeel vibe mitaani 🎉,sheng,manual_collection,2026-03-15
Hio ni mbaya sana.,sheng,manual_collection,2026-03-15
Manze unajua.,sheng,manual_collection,2026-03-15
Hio ni story ya jaba.,sheng,manual_collection,2026-03-15
Unaniexpose vibaya.,sheng,manual_collection,2026-03-15
Hio gari ni moto sana.,sheng,manual_collection,2026-03-15
Unadoh kitu yoyote?,sheng,manual_collection,2026-03-15
Hio ni poa kabisa.,sheng,manual_collection,2026-03-15
Nimekua na ndoto mbaya.,sheng,manual_collection,2026-03-15
"Naskia poa, asko.",sheng,manual_collection,2026-03-15
Hio ndio mboka yetu.,sheng,manual_collection,2026-03-15
Umesota wapi?,sheng,manual_collection,2026-03-15
Unataka tuende wapi?,sheng,manual_collection,2026-03-15
Hio ni ya nini?,sheng,manual_collection,2026-03-15
Unajua naskia aje?,sheng,manual_collection,2026-03-15
Uko na plan gani?,sheng,manual_collection,2026-03-15
Hio ni lini?,sheng,manual_collection,2026-03-15
Unakuja ama?,sheng,manual_collection,2026-03-15
Umeona hio?,sheng,manual_collection,2026-03-15
Hio ni ya kweli?,sheng,manual_collection,2026-03-15
Unaelewa aje?,sheng,manual_collection,2026-03-15
Nimekula job leo.,sheng,manual_collection,2026-03-15
Tuko na mashibe.,sheng,manual_collection,2026-03-15
Boss ako na pressure.,sheng,manual_collection,2026-03-15
Nimechoka na kazi.,sheng,manual_collection,2026-03-15
Hio job ni heavy.,sheng,manual_collection,2026-03-15
Nasoma hard msee.,sheng,manual_collection,2026-03-15
Niko na exam kesho.,sheng,manual_collection,2026-03-15
Hio school ni poa.,sheng,manual_collection,2026-03-15
Prof ako kali.,sheng,manual_collection,2026-03-15
Nimegraduate last year.,sheng,manual_collection,2026-03-15
Twende club ionane.,sheng,manual_collection,2026-03-15
Hio party ilikuwa moto.,sheng,manual_collection,2026-03-15
Tumesota hadi asubuhi.,sheng,manual_collection,2026-03-15
Niko na hangover leo.,sheng,manual_collection,2026-03-15
Hio mboka ilikuwa poa.,sheng,manual_collection,2026-03-15
Twende tufeel vibe.,sheng,manual_collection,2026-03-15
Music ikiwa moto.,sheng,manual_collection,2026-03-15
Tumechill na maBRRR.,sheng,manual_collection,2026-03-15
Hio night ilikuwa heavy.,sheng,manual_collection,2026-03-15
Twende kesho tena.,sheng,manual_collection,2026-03-15
Sawa poa.,sheng,manual_collection,2026-03-15
Hio ni sawa.,sheng,manual_collection,2026-03-15
Nimeelewa.,sheng,manual_collection,2026-03-15
Tuko pamoja.,sheng,manual_collection,2026-03-15
Hio ndio hio.,sheng,manual_collection,2026-03-15
Asko poa.,sheng,manual_collection,2026-03-15
Niko sure.,sheng,manual_collection,2026-03-15
Hio ni hio.,sheng,manual_collection,2026-03-15
Tumelewana.,sheng,manual_collection,2026-03-15
"Poa, sawa.",sheng,manual_collection,2026-03-15
Uko kali tu.,sheng,manual_collection,2026-03-15
Uko heavy sana.,sheng,manual_collection,2026-03-15
Wako chill sana.,sheng,manual_collection,2026-03-15
Uko heavy kidogo.,sheng,manual_collection,2026-03-15
Niko sota kidogo.,sheng,manual_collection,2026-03-15
Yuko fresh sana.,sheng,manual_collection,2026-03-15
Yuko fresh saa hii.,sheng,manual_collection,2026-03-15
Msee chill hivi.,sheng,manual_collection,2026-03-15
Msee kali kabisa.,sheng,manual_collection,2026-03-15
Manze poa kabisa.,sheng,manual_collection,2026-03-15
Tuko fresh mtaani.,sheng,manual_collection,2026-03-15
Mko poa hivi.,sheng,manual_collection,2026-03-15
Manze poa kidogo.,sheng,manual_collection,2026-03-15
Tuko moto saa hii.,sheng,manual_collection,2026-03-15
Mko broke saa hii.,sheng,manual_collection,2026-03-15
Manze sota hivi.,sheng,manual_collection,2026-03-15
Uko poa mtaani.,sheng,manual_collection,2026-03-15
Msee fresh mtaani.,sheng,manual_collection,2026-03-15
Msee kali saa hii.,sheng,manual_collection,2026-03-15
Wako broke kweli.,sheng,manual_collection,2026-03-15
Manze sota tu.,sheng,manual_collection,2026-03-15
Uko fresh kweli.,sheng,manual_collection,2026-03-15
Uko moto kabisa.,sheng,manual_collection,2026-03-15
Msee sure kweli.,sheng,manual_collection,2026-03-15
Manze poa saa hii.,sheng,manual_collection,2026-03-15
Niko moto kabisa.,sheng,manual_collection,2026-03-15
Niko sure sana.,sheng,manual_collection,2026-03-15
Uko poa kidogo.,sheng,manual_collection,2026-03-15
Manze sure mtaani.,sheng,manual_collection,2026-03-15
Wako broke saa hii.,sheng,manual_collection,2026-03-15
Niko poa tu.,sheng,manual_collection,2026-03-15
Yuko chill tu.,sheng,manual_collection,2026-03-15
Manze fresh kweli.,sheng,manual_collection,2026-03-15
Tuko heavy kidogo.,sheng,manual_collection,2026-03-15
Niko fresh saa hii.,sheng,manual_collection,2026-03-15
Msee broke kweli.,sheng,manual_collection,2026-03-15
Wako broke kweli.,sheng,manual_collection,2026-03-15
Uko poa sana.,sheng,manual_collection,2026-03-15
Wako broke hivi.,sheng,manual_collection,2026-03-15
Mko chill kabisa.,sheng,manual_collection,2026-03-15
Msee poa sana.,sheng,manual_collection,2026-03-15
Yuko sure kabisa.,sheng,manual_collection,2026-03-15
Niko sure sana.,sheng,manual_collection,2026-03-15
Tuko broke hivi.,sheng,manual_collection,2026-03-15
Msee sota hivi.,sheng,manual_collection,2026-03-15
Tuko heavy sana.,sheng,manual_collection,2026-03-15
Niko sota kabisa.,sheng,manual_collection,2026-03-15
Uko chill hivi.,sheng,manual_collection,2026-03-15
Tuko heavy kabisa.,sheng,manual_collection,2026-03-15
Msee fresh saa hii.,sheng,manual_collection,2026-03-15
Mko moto saa hii.,sheng,manual_collection,2026-03-15
Niko fresh kweli.,sheng,manual_collection,2026-03-15
Manze poa kabisa.,sheng,manual_collection,2026-03-15
Yuko poa kabisa.,sheng,manual_collection,2026-03-15
Tuko chill kidogo.,sheng,manual_collection,2026-03-15
Msee sota kabisa.,sheng,manual_collection,2026-03-15
Niko sota sana.,sheng,manual_collection,2026-03-15
Msee sure sana.,sheng,manual_collection,2026-03-15
Wako chill kweli.,sheng,manual_collection,2026-03-15
Niko broke saa hii.,sheng,manual_collection,2026-03-15
Niko chill kabisa.,sheng,manual_collection,2026-03-15
Tuko sure tu.,sheng,manual_collection,2026-03-15
Uko moto tu.,sheng,manual_collection,2026-03-15
Manze heavy hivi.,sheng,manual_collection,2026-03-15
Uko fresh sana.,sheng,manual_collection,2026-03-15
Wako chill kabisa.,sheng,manual_collection,2026-03-15
Manze sota sana.,sheng,manual_collection,2026-03-15
Uko poa sana.,sheng,manual_collection,2026-03-15
Niko sure mtaani.,sheng,manual_collection,2026-03-15
Tuko broke tu.,sheng,manual_collection,2026-03-15
Msee poa kweli.,sheng,manual_collection,2026-03-15
Wako sota kabisa.,sheng,manual_collection,2026-03-15
Yuko poa tu.,sheng,manual_collection,2026-03-15
Uko fresh kidogo.,sheng,manual_collection,2026-03-15
Yuko moto tu.,sheng,manual_collection,2026-03-15
Yuko poa mtaani.,sheng,manual_collection,2026-03-15
Tuko sota mtaani.,sheng,manual_collection,2026-03-15
Wako fresh sana.,sheng,manual_collection,2026-03-15
Msee sota tu.,sheng,manual_collection,2026-03-15
Mko moto hivi.,sheng,manual_collection,2026-03-15
Wako sure kweli.,sheng,manual_collection,2026-03-15
Niko heavy hivi.,sheng,manual_collection,2026-03-15
Mko fresh kabisa.,sheng,manual_collection,2026-03-15
Niko heavy hivi.,sheng,manual_collection,2026-03-15
Wako kali kweli.,sheng,manual_collection,2026-03-15
Tuko fresh sana.,sheng,manual_collection,2026-03-15
Msee moto kabisa.,sheng,manual_collection,2026-03-15
Mko poa saa hii.,sheng,manual_collection,2026-03-15
Manze kali tu.,sheng,manual_collection,2026-03-15
Uko heavy saa hii.,sheng,manual_collection,2026-03-15
Tuko heavy saa hii.,sheng,manual_collection,2026-03-15
Manze chill mtaani.,sheng,manual_collection,2026-03-15
Mko broke kabisa.,sheng,manual_collection,2026-03-15
Wako sure mtaani.,sheng,manual_collection,2026-03-15
Mko kali kidogo.,sheng,manual_collection,2026-03-15
Msee broke hivi.,sheng,manual_collection,2026-03-15
Tuko moto hivi.,sheng,manual_collection,2026-03-15
Wako poa kweli.,sheng,manual_collection,2026-03-15
Tuko poa kabisa.,sheng,manual_collection,2026-03-15
Wako heavy kweli.,sheng,manual_collection,2026-03-15
Uko sure saa hii.,sheng,manual_collection,2026-03-15
Wako sure saa hii.,sheng,manual_collection,2026-03-15
Tuko fresh kabisa.,sheng,manual_collection,2026-03-15
Tuko broke kidogo.,sheng,manual_collection,2026-03-15
Msee sure tu.,sheng,manual_collection,2026-03-15
Yuko moto mtaani.,sheng,manual_collection,2026-03-15
Manze chill kabisa.,sheng,manual_collection,2026-03-15
Mko sure mtaani.,sheng,manual_collection,2026-03-15
Uko moto kweli.,sheng,manual_collection,2026-03-15
Manze kali kidogo.,sheng,manual_collection,2026-03-15
Msee kali saa hii.,sheng,manual_collection,2026-03-15
Msee broke sana.,sheng,manual_collection,2026-03-15
Msee poa kabisa.,sheng,manual_collection,2026-03-15
Mko chill tu.,sheng,manual_collection,2026-03-15
Wako kali saa hii.,sheng,manual_collection,2026-03-15
Mko heavy saa hii.,sheng,manual_collection,2026-03-15
Manze poa kweli.,sheng,manual_collection,2026-03-15
Mko poa tu.,sheng,manual_collection,2026-03-15
Manze moto sana.,sheng,manual_collection,2026-03-15
Niko poa hivi.,sheng,manual_collection,2026-03-15
Yuko fresh mtaani.,sheng,manual_collection,2026-03-15
Wako poa sana.,sheng,manual_collection,2026-03-15
Msee poa hivi.,sheng,manual_collection,2026-03-15
Wako moto kabisa.,sheng,manual_collection,2026-03-15
Yuko broke kabisa.,sheng,manual_collection,2026-03-15
Wako kali mtaani.,sheng,manual_collection,2026-03-15
Yuko moto kidogo.,sheng,manual_collection,2026-03-15
Yuko fresh mtaani.,sheng,manual_collection,2026-03-15
Tuko heavy kweli.,sheng,manual_collection,2026-03-15
Mko poa mtaani.,sheng,manual_collection,2026-03-15
Msee poa tu.,sheng,manual_collection,2026-03-15
Mko broke saa hii.,sheng,manual_collection,2026-03-15
Uko moto tu.,sheng,manual_collection,2026-03-15
Uko heavy hivi.,sheng,manual_collection,2026-03-15
Tuko broke hivi.,sheng,manual_collection,2026-03-15
Niko poa kidogo.,sheng,manual_collection,2026-03-15
Mko kali saa hii.,sheng,manual_collection,2026-03-15
Yuko broke saa hii.,sheng,manual_collection,2026-03-15
Niko sota kabisa.,sheng,manual_collection,2026-03-15
Uko broke kidogo.,sheng,manual_collection,2026-03-15
Yuko poa sana.,sheng,manual_collection,2026-03-15
Tuko chill kabisa.,sheng,manual_collection,2026-03-15
Manze fresh sana.,sheng,manual_collection,2026-03-15
Uko chill tu.,sheng,manual_collection,2026-03-15
Wako chill hivi.,sheng,manual_collection,2026-03-15
Manze chill kidogo.,sheng,manual_collection,2026-03-15
Tuko sure saa hii.,sheng,manual_collection,2026-03-15
Uko fresh kidogo.,sheng,manual_collection,2026-03-15
Wako moto sana.,sheng,manual_collection,2026-03-15
Yuko sota kidogo.,sheng,manual_collection,2026-03-15
