text,language,source,date_collected
Why do i need tea?,english,manual_collection,15/03/2026
Do you prefer tea?,english,manual_collection,15/03/2026
The children believe to art in the morning.,english,manual_collection,15/03/2026
They love music tomorrow.,english,manual_collection,15/03/2026
My friend think to sports every day.,english,manual_collection,15/03/2026
The children need travel rarely.,english,manual_collection,15/03/2026
Do you need sports?,english,manual_collection,15/03/2026
Do you love travel?,english,manual_collection,15/03/2026
Why do she enjoy music?,english,manual_collection,15/03/2026
You love to movies sometimes.,english,manual_collection,15/03/2026
Do you like movies?,english,manual_collection,15/03/2026
The children enjoy coffee at night.,english,manual_collection,15/03/2026
Why do they understand travel?,english,manual_collection,15/03/2026
Why do she like movies?,english,manual_collection,15/03/2026
Do you need movies?,english,manual_collection,15/03/2026
He like to sports rarely.,english,manual_collection,15/03/2026
Do you love food?,english,manual_collection,15/03/2026
You like to music tomorrow.,english,manual_collection,15/03/2026
Why do you enjoy books?,english,manual_collection,15/03/2026
We enjoy nature tomorrow.,english,manual_collection,15/03/2026
We think to coffee rarely.,english,manual_collection,15/03/2026
Do you need music?,english,manual_collection,15/03/2026
Why do they believe food?,english,manual_collection,15/03/2026
He hate to coffee sometimes.,english,manual_collection,15/03/2026
Do you need books?,english,manual_collection,15/03/2026
He understand music every day.,english,manual_collection,15/03/2026
Why do i prefer art?,english,manual_collection,15/03/2026
Why do everyone hate music?,english,manual_collection,15/03/2026
My friend love tea often.,english,manual_collection,15/03/2026
We love food often.,english,manual_collection,15/03/2026
We like coffee tomorrow.,english,manual_collection,15/03/2026
Everyone understand to tea sometimes.,english,manual_collection,15/03/2026
Why do they enjoy coffee?,english,manual_collection,15/03/2026
The teacher love art in the morning.,english,manual_collection,15/03/2026
Why do i enjoy coffee?,english,manual_collection,15/03/2026
Do you love sports?,english,manual_collection,15/03/2026
My friend love to tea often.,english,manual_collection,15/03/2026
Why do i prefer tea?,english,manual_collection,15/03/2026
Do you believe tea?,english,manual_collection,15/03/2026
She want to movies every day.,english,manual_collection,15/03/2026
Why do my friend prefer tea?,english,manual_collection,15/03/2026
My friend need coffee in the morning.,english,manual_collection,15/03/2026
My friend think music often.,english,manual_collection,15/03/2026
Do you understand food?,english,manual_collection,15/03/2026
They understand music every day.,english,manual_collection,15/03/2026
We like music at night.,english,manual_collection,15/03/2026
Do you enjoy tea?,english,manual_collection,15/03/2026
My friend believe sports tomorrow.,english,manual_collection,15/03/2026
Do you like tea?,english,manual_collection,15/03/2026
The teacher believe travel sometimes.,english,manual_collection,15/03/2026
Why do i prefer food?,english,manual_collection,15/03/2026
I need food tomorrow.,english,manual_collection,15/03/2026
Do you believe art?,english,manual_collection,15/03/2026
The children like to art often.,english,manual_collection,15/03/2026
We want music today.,english,manual_collection,15/03/2026
Do you think food?,english,manual_collection,15/03/2026
They love music today.,english,manual_collection,15/03/2026
My friend need to music sometimes.,english,manual_collection,15/03/2026
Why do the children think books?,english,manual_collection,15/03/2026
The teacher hate to sports at night.,english,manual_collection,15/03/2026
They enjoy to movies tomorrow.,english,manual_collection,15/03/2026
Do you love nature?,english,manual_collection,15/03/2026
Do you believe books?,english,manual_collection,15/03/2026
Why do he prefer sports?,english,manual_collection,15/03/2026
We love to travel at night.,english,manual_collection,15/03/2026
You prefer to tea rarely.,english,manual_collection,15/03/2026
Do you believe movies?,english,manual_collection,15/03/2026
Everyone love art at night.,english,manual_collection,15/03/2026
They like to travel in the morning.,english,manual_collection,15/03/2026
We prefer movies in the morning.,english,manual_collection,15/03/2026
The teacher believe movies rarely.,english,manual_collection,15/03/2026
You hate nature tomorrow.,english,manual_collection,15/03/2026
Do you want music?,english,manual_collection,15/03/2026
I understand to tea at night.,english,manual_collection,15/03/2026
The teacher hate to nature today.,english,manual_collection,15/03/2026
My friend think travel every day.,english,manual_collection,15/03/2026
We understand to movies often.,english,manual_collection,15/03/2026
You hate travel at night.,english,manual_collection,15/03/2026
She need books sometimes.,english,manual_collection,15/03/2026
Why do my friend think movies?,english,manual_collection,15/03/2026
My friend love tea at night.,english,manual_collection,15/03/2026
You believe books at night.,english,manual_collection,15/03/2026
Everyone understand to movies tomorrow.,english,manual_collection,15/03/2026
Do you believe music?,english,manual_collection,15/03/2026
She need travel often.,english,manual_collection,15/03/2026
He want food sometimes.,english,manual_collection,15/03/2026
Why do i love travel?,english,manual_collection,15/03/2026
Do you hate sports?,english,manual_collection,15/03/2026
They understand nature rarely.,english,manual_collection,15/03/2026
You like to music often.,english,manual_collection,15/03/2026
Why do i want tea?,english,manual_collection,15/03/2026
She understand to travel sometimes.,english,manual_collection,15/03/2026
Everyone love to books sometimes.,english,manual_collection,15/03/2026
Do you enjoy movies?,english,manual_collection,15/03/2026
The children hate sports rarely.,english,manual_collection,15/03/2026
He think to tea at night.,english,manual_collection,15/03/2026
I think to music tomorrow.,english,manual_collection,15/03/2026
Why do she understand movies?,english,manual_collection,15/03/2026
Why do everyone think music?,english,manual_collection,15/03/2026
Do you believe nature?,english,manual_collection,15/03/2026
She need to movies today.,english,manual_collection,15/03/2026
I prefer to art in the morning.,english,manual_collection,15/03/2026
Everyone believe travel at night.,english,manual_collection,15/03/2026
The children understand art tomorrow.,english,manual_collection,15/03/2026
Why do everyone want travel?,english,manual_collection,15/03/2026
Do you hate sports?,english,manual_collection,15/03/2026
She love to food sometimes.,english,manual_collection,15/03/2026
Do you think coffee?,english,manual_collection,15/03/2026
You hate books today.,english,manual_collection,15/03/2026
Do you believe art?,english,manual_collection,15/03/2026
Why do we enjoy travel?,english,manual_collection,15/03/2026
Why do we understand movies?,english,manual_collection,15/03/2026
Why do they think nature?,english,manual_collection,15/03/2026
Do you love art?,english,manual_collection,15/03/2026
Do you like coffee?,english,manual_collection,15/03/2026
My friend understand art today.,english,manual_collection,15/03/2026
He believe to movies in the morning.,english,manual_collection,15/03/2026
They enjoy to movies at night.,english,manual_collection,15/03/2026
Why do i believe travel?,english,manual_collection,15/03/2026
Why do you need travel?,english,manual_collection,15/03/2026
Habari yako leo?,swahili,manual_collection,15/03/2026
Habari za asubuhi?,swahili,manual_collection,15/03/2026
Habari za jioni?,swahili,manual_collection,15/03/2026
"Shikamoo, habari za nyumbani?",swahili,manual_collection,15/03/2026
"Marahaba, nzuri sana.",swahili,manual_collection,15/03/2026
Jina langu ni Amina. Wewe unaitwa nani?,swahili,manual_collection,15/03/2026
Ninatoka Kenya. Wewe unatoka wapi?,swahili,manual_collection,15/03/2026
Karibu sana nyumbani kwangu.,swahili,manual_collection,15/03/2026
Asante kwa kukaribisha.,swahili,manual_collection,15/03/2026
Ninafuraha kukutana nawe.,swahili,manual_collection,15/03/2026
Ninaenda sokoni kununua mboga.,swahili,manual_collection,15/03/2026
Umenunua nini sokoni?,swahili,manual_collection,15/03/2026
"Nimenunua nyanya, vitunguu na kabichi.",swahili,manual_collection,15/03/2026
Leo jua linawaka sana.,swahili,manual_collection,15/03/2026
Mvua inanyesha sana nje.,swahili,manual_collection,15/03/2026
Unaweza kunisaidia kubeba mfuko huu?,swahili,manual_collection,15/03/2026
Nimechoka leo baada ya kazi.,swahili,manual_collection,15/03/2026
Twende tukanywe kahawa kesho asubuhi.,swahili,manual_collection,15/03/2026
Chakula cha mchana kiko tayari.,swahili,manual_collection,15/03/2026
Tafadhali niletee maji ya kunywa.,swahili,manual_collection,15/03/2026
Duka la karibu liko wapi?,swahili,manual_collection,15/03/2026
Hii ni bei gani?,swahili,manual_collection,15/03/2026
Saa ngapi sasa?,swahili,manual_collection,15/03/2026
Unaenda wapi?,swahili,manual_collection,15/03/2026
Unafanya kazi gani?,swahili,manual_collection,15/03/2026
Una watoto wangapi?,swahili,manual_collection,15/03/2026
Una umri wa miaka mingapi?,swahili,manual_collection,15/03/2026
Kwanini umechelewa leo?,swahili,manual_collection,15/03/2026
Utarudi lini?,swahili,manual_collection,15/03/2026
Tutaonana lini tena?,swahili,manual_collection,15/03/2026
Nina familia ya watu watano.,swahili,manual_collection,15/03/2026
Mama yangu ni mwalimu wa shule.,swahili,manual_collection,15/03/2026
Baba yangu anafanya kazi ya ujenzi.,swahili,manual_collection,15/03/2026
"Nina ndugu wawili, kaka na dada.",swahili,manual_collection,15/03/2026
Dada yangu anaishi Mombasa.,swahili,manual_collection,15/03/2026
Kaka yangu ameoa na ana watoto wawili.,swahili,manual_collection,15/03/2026
Bibi yangu ana miaka themanini.,swahili,manual_collection,15/03/2026
Babu yangu alikuwa mkulima.,swahili,manual_collection,15/03/2026
Umekwisha kula?,swahili,manual_collection,15/03/2026
"Nina njaa sana, nataka kula.",swahili,manual_collection,15/03/2026
Chakula cha leo ni ugali na nyama.,swahili,manual_collection,15/03/2026
Napenda kula sukuma wiki na ugali.,swahili,manual_collection,15/03/2026
Hii chai ni tamu sana.,swahili,manual_collection,15/03/2026
Una mikate? Ningependa kununua.,swahili,manual_collection,15/03/2026
Tafadhali niongezee chai.,swahili,manual_collection,15/03/2026
Chakula kimeiva? Nina njaa.,swahili,manual_collection,15/03/2026
Hii ndizi ni bei gani?,swahili,manual_collection,15/03/2026
Nataka kununua maziwa na mkate.,swahili,manual_collection,15/03/2026
Bei ya nyanya imepanda leo.,swahili,manual_collection,15/03/2026
Naweza kupunguziwa bei?,swahili,manual_collection,15/03/2026
"Hii ni ghali sana, naweza kupata rahisi?",swahili,manual_collection,15/03/2026
Nipe kilo moja ya maharage.,swahili,manual_collection,15/03/2026
Asante kwa biashara.,swahili,manual_collection,15/03/2026
Unaenda kazini?,swahili,manual_collection,15/03/2026
Ninafanya kazi benki ya KCB.,swahili,manual_collection,15/03/2026
Anasoma chuo kikuu cha Nairobi.,swahili,manual_collection,15/03/2026
Mtihani ulikuwa mgumu sana.,swahili,manual_collection,15/03/2026
Nahitaji kumaliza kazi yangu kesho.,swahili,manual_collection,15/03/2026
Mkurugenzi anataka kukuona.,swahili,manual_collection,15/03/2026
Nina homa na kikohozi.,swahili,manual_collection,15/03/2026
Umeona daktari?,swahili,manual_collection,15/03/2026
Nipe dawa ya kichwa.,swahili,manual_collection,15/03/2026
Jihadhari na ugonjwa huu.,swahili,manual_collection,15/03/2026
Pumzika na unywe maji mengi.,swahili,manual_collection,15/03/2026
Ninaenda hospitali kumwona daktari.,swahili,manual_collection,15/03/2026
Basi la kwenda Mombasa linatoka saa ngapi?,swahili,manual_collection,15/03/2026
Nauli ni shilingi ngapi?,swahili,manual_collection,15/03/2026
Nataka tiketi ya kwenda Kisumu.,swahili,manual_collection,15/03/2026
Safari njema!,swahili,manual_collection,15/03/2026
Umesafiri kwa ndege au basi?,swahili,manual_collection,15/03/2026
Hotel iko mbali na uwanja wa ndege?,swahili,manual_collection,15/03/2026
"Leo ni Jumamosi, siku ya kupumzika.",swahili,manual_collection,15/03/2026
"Kesho ni Jumapili, twende kanisani.",swahili,manual_collection,15/03/2026
Jana kulikuwa na dharuba kali.,swahili,manual_collection,15/03/2026
Hali ya hewa leo ni nzuri.,swahili,manual_collection,15/03/2026
Kuna upepo mkali leo.,swahili,manual_collection,15/03/2026
Jua linatua saa sita jioni.,swahili,manual_collection,15/03/2026
Nina furaha leo sana.,swahili,manual_collection,15/03/2026
Nina huzuni baada ya kusikia habari hizo.,swahili,manual_collection,15/03/2026
Nina hamu ya kukuona tena.,swahili,manual_collection,15/03/2026
Nina wasiwasi kuhusu mtihani.,swahili,manual_collection,15/03/2026
Nina shukrani kwa msaada wako.,swahili,manual_collection,15/03/2026
"Tafadhali, naomba msaada wako.",swahili,manual_collection,15/03/2026
"Samahani, naweza kupita?",swahili,manual_collection,15/03/2026
Pole kwa kuchelewa.,swahili,manual_collection,15/03/2026
Hongera kwa kazi nzuri!,swahili,manual_collection,15/03/2026
Nakutakia siku njema.,swahili,manual_collection,15/03/2026
Tutaonana kesho.,swahili,manual_collection,15/03/2026
Kwaheri ya kuonana.,swahili,manual_collection,15/03/2026
Usiku mwema.,swahili,manual_collection,15/03/2026
Lala salama.,swahili,manual_collection,15/03/2026
Nakupenda sana.,swahili,manual_collection,15/03/2026
Mama narudi msikitini.,swahili,manual_collection,15/03/2026
Mama nakwenda nyumbani.,swahili,manual_collection,15/03/2026
Wewe nangoja dukani.,swahili,manual_collection,15/03/2026
Sisi narudi hospitali.,swahili,manual_collection,15/03/2026
Sisi nacheza hospitali.,swahili,manual_collection,15/03/2026
Wao nangoja dukani.,swahili,manual_collection,15/03/2026
Mama narudi msikitini.,swahili,manual_collection,15/03/2026
Nyinyi naandika dukani.,swahili,manual_collection,15/03/2026
Baba narudi nyumbani.,swahili,manual_collection,15/03/2026
Mama nakunywa kanisani.,swahili,manual_collection,15/03/2026
Baba narudi shuleni.,swahili,manual_collection,15/03/2026
Wewe nangoja dukani.,swahili,manual_collection,15/03/2026
Watoto naandika kazini.,swahili,manual_collection,15/03/2026
Sisi narudi kazini.,swahili,manual_collection,15/03/2026
Wewe nasoma shuleni.,swahili,manual_collection,15/03/2026
Baba narudi hospitali.,swahili,manual_collection,15/03/2026
Yeye naandika dukani.,swahili,manual_collection,15/03/2026
Nyinyi nakwenda kazini.,swahili,manual_collection,15/03/2026
Mimi nakwenda kanisani.,swahili,manual_collection,15/03/2026
Nyinyi nakula sokoni.,swahili,manual_collection,15/03/2026
Mimi nakula kanisani.,swahili,manual_collection,15/03/2026
Yeye nasoma shuleni.,swahili,manual_collection,15/03/2026
Baba nakunywa hospitali.,swahili,manual_collection,15/03/2026
Sisi nakunywa hospitali.,swahili,manual_collection,15/03/2026
Wewe narudi kanisani.,swahili,manual_collection,15/03/2026
Baba nasoma kanisani.,swahili,manual_collection,15/03/2026
Yeye nakwenda kazini.,swahili,manual_collection,15/03/2026
Watoto nangoja msikitini.,swahili,manual_collection,15/03/2026
Wewe nasoma hospitali.,swahili,manual_collection,15/03/2026
Nyinyi nacheza hospitali.,swahili,manual_collection,15/03/2026
Sisi nasoma msikitini.,swahili,manual_collection,15/03/2026
Watoto nacheza kanisani.,swahili,manual_collection,15/03/2026
Yeye naandika nyumbani.,swahili,manual_collection,15/03/2026
Baba nakula msikitini.,swahili,manual_collection,15/03/2026
Mama nakunywa dukani.,swahili,manual_collection,15/03/2026
Yeye nacheza hospitali.,swahili,manual_collection,15/03/2026
Nyinyi narudi sokoni.,swahili,manual_collection,15/03/2026
Yeye narudi nyumbani.,swahili,manual_collection,15/03/2026
Sisi nakwenda shuleni.,swahili,manual_collection,15/03/2026
Wewe narudi kazini.,swahili,manual_collection,15/03/2026
Baba nasoma kanisani.,swahili,manual_collection,15/03/2026
Wao nacheza kanisani.,swahili,manual_collection,15/03/2026
Wewe nakwenda nyumbani.,swahili,manual_collection,15/03/2026
Watoto nacheza kazini.,swahili,manual_collection,15/03/2026
Nyinyi nakula msikitini.,swahili,manual_collection,15/03/2026
Baba nakwenda msikitini.,swahili,manual_collection,15/03/2026
Mimi naandika kazini.,swahili,manual_collection,15/03/2026
Wao nasoma hospitali.,swahili,manual_collection,15/03/2026
Watoto nakunywa dukani.,swahili,manual_collection,15/03/2026
Sisi nakunywa shuleni.,swahili,manual_collection,15/03/2026
Mimi nasoma msikitini.,swahili,manual_collection,15/03/2026
Wao nasoma nyumbani.,swahili,manual_collection,15/03/2026
Baba nangoja kanisani.,swahili,manual_collection,15/03/2026
Wao nasoma kanisani.,swahili,manual_collection,15/03/2026
Mimi nangoja hospitali.,swahili,manual_collection,15/03/2026
Mimi nakwenda kazini.,swahili,manual_collection,15/03/2026
Wao nakwenda kazini.,swahili,manual_collection,15/03/2026
Watoto naandika hospitali.,swahili,manual_collection,15/03/2026
Mimi nangoja sokoni.,swahili,manual_collection,15/03/2026
Wao naandika sokoni.,swahili,manual_collection,15/03/2026
Baba nasoma kanisani.,swahili,manual_collection,15/03/2026
Sisi nacheza kanisani.,swahili,manual_collection,15/03/2026
Wao nakula shuleni.,swahili,manual_collection,15/03/2026
Sisi nasoma dukani.,swahili,manual_collection,15/03/2026
Baba nasoma nyumbani.,swahili,manual_collection,15/03/2026
Watoto nasoma kazini.,swahili,manual_collection,15/03/2026
Mama nakunywa sokoni.,swahili,manual_collection,15/03/2026
Baba nangoja msikitini.,swahili,manual_collection,15/03/2026
Mimi nacheza kazini.,swahili,manual_collection,15/03/2026
Yeye naandika shuleni.,swahili,manual_collection,15/03/2026
Yeye naandika kazini.,swahili,manual_collection,15/03/2026
Mama narudi shuleni.,swahili,manual_collection,15/03/2026
Baba narudi msikitini.,swahili,manual_collection,15/03/2026
Mama naandika hospitali.,swahili,manual_collection,15/03/2026
Wewe nakunywa dukani.,swahili,manual_collection,15/03/2026
Yeye nakwenda nyumbani.,swahili,manual_collection,15/03/2026
Nyinyi naandika sokoni.,swahili,manual_collection,15/03/2026
Yeye nacheza kanisani.,swahili,manual_collection,15/03/2026
Sisi nasoma msikitini.,swahili,manual_collection,15/03/2026
Mimi nakula kanisani.,swahili,manual_collection,15/03/2026
Mimi nakunywa msikitini.,swahili,manual_collection,15/03/2026
Wewe narudi kanisani.,swahili,manual_collection,15/03/2026
Yeye naandika kazini.,swahili,manual_collection,15/03/2026
Watoto nakula hospitali.,swahili,manual_collection,15/03/2026
Mimi nacheza kazini.,swahili,manual_collection,15/03/2026
Watoto nasoma msikitini.,swahili,manual_collection,15/03/2026
Sisi nangoja sokoni.,swahili,manual_collection,15/03/2026
Sisi nakula kazini.,swahili,manual_collection,15/03/2026
Mama narudi kanisani.,swahili,manual_collection,15/03/2026
Wewe nakwenda nyumbani.,swahili,manual_collection,15/03/2026
Mimi nakwenda kazini.,swahili,manual_collection,15/03/2026
Wewe nakunywa kanisani.,swahili,manual_collection,15/03/2026
Wewe nasoma dukani.,swahili,manual_collection,15/03/2026
Wewe nakula kazini.,swahili,manual_collection,15/03/2026
Wewe naandika nyumbani.,swahili,manual_collection,15/03/2026
Baba nasoma kazini.,swahili,manual_collection,15/03/2026
Baba nakwenda msikitini.,swahili,manual_collection,15/03/2026
Yeye narudi sokoni.,swahili,manual_collection,15/03/2026
Wao nakunywa kanisani.,swahili,manual_collection,15/03/2026
Wewe naandika dukani.,swahili,manual_collection,15/03/2026
Wao nakwenda nyumbani.,swahili,manual_collection,15/03/2026
Nyinyi nasoma msikitini.,swahili,manual_collection,15/03/2026
Wao nangoja dukani.,swahili,manual_collection,15/03/2026
Nyinyi nakunywa shuleni.,swahili,manual_collection,15/03/2026
Mimi narudi kazini.,swahili,manual_collection,15/03/2026
Watoto nakwenda kanisani.,swahili,manual_collection,15/03/2026
Sisi nakunywa shuleni.,swahili,manual_collection,15/03/2026
Watoto nakula nyumbani.,swahili,manual_collection,15/03/2026
Nyinyi nacheza msikitini.,swahili,manual_collection,15/03/2026
Mama narudi nyumbani.,swahili,manual_collection,15/03/2026
Wao nasoma shuleni.,swahili,manual_collection,15/03/2026
Mama nakula shuleni.,swahili,manual_collection,15/03/2026
Wewe nakwenda sokoni.,swahili,manual_collection,15/03/2026
Nyinyi nacheza kazini.,swahili,manual_collection,15/03/2026
Sisi narudi kazini.,swahili,manual_collection,15/03/2026
Wao nangoja kanisani.,swahili,manual_collection,15/03/2026
Sisi nacheza nyumbani.,swahili,manual_collection,15/03/2026
Nyinyi nacheza msikitini.,swahili,manual_collection,15/03/2026
Nyinyi naandika kanisani.,swahili,manual_collection,15/03/2026
Mama nakunywa dukani.,swahili,manual_collection,15/03/2026
Wewe nangoja sokoni.,swahili,manual_collection,15/03/2026
Mimi nakula kanisani.,swahili,manual_collection,15/03/2026
Wao nangoja kanisani.,swahili,manual_collection,15/03/2026
Baba nangoja msikitini.,swahili,manual_collection,15/03/2026
Nyinyi nakula kanisani.,swahili,manual_collection,15/03/2026
Mimi nakunywa msikitini.,swahili,manual_collection,15/03/2026
Mama naandika dukani.,swahili,manual_collection,15/03/2026
Watoto narudi kazini.,swahili,manual_collection,15/03/2026
Nyinyi nacheza kanisani.,swahili,manual_collection,15/03/2026
Watoto naandika msikitini.,swahili,manual_collection,15/03/2026
Sisi nakula kanisani.,swahili,manual_collection,15/03/2026
